anio,codigo,descripcion,categoria,total
2023,6330,Dispositivo de control de ruido y silenciador Falta /Mal funcionamiento,otras,1425
2023,6350,Uso indebido e bocina,otras,753
2023,6370,Colocacion Bocinas o sirenas antirreglamentarias,otras,245
2023,6390,Uso Paragolpe antirreglamentario,otras,58
2023,6410,Falta Paragolpe,otras,143
2023,6430,Uso de Vidrios tonalizados antirreglamentarios,otras,310
2023,6450,"Falta/sin vision, Espejos Retrovisores",otras,3122
2023,6470,Falta Tapa Combustible,otras,12
2023,6490,Conducir utilizando Celular / Auriculares / Reproductor de video,otras,56874
2023,6492,Conductor redactando/enviando mensaje de texto,otras,10303
2023,6501,Permitir Viajar personas impedidas en asiento delantero,velocidad,5814
2023,6519,No respetar limites de velocidad minimos,velocidad,1
2023,6525,Exceso Velocidad hasta 10Km/h de la Máxima permitida para el tipo de arteria,velocidad,604
2023,6527,Exceso Velocidad hasta 20Km/h de la Máxima permitida en vías rápidas,velocidad,1179
2023,6528,Exceso Velocidad más de 20Km/h y hasta 40Km/h de la Máxima permitida en vías rápidas,velocidad,1522
2023,6530,Exceso Velocidad más de 40Km/h de la Máxima permitida en vías rápidas y hasta 140 km/h,velocidad,2
2023,6531,Exceso Velocidad más de 140Km/h,velocidad,1716
2023,6534,Exceso de velocidad de 0 a 10% ms de la velocidad permitida,velocidad,470
2023,6535,Exceso de velocidad de 10% a 30% ms de la velocidad permitida,velocidad,950256
2023,6536,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Particulares),velocidad,97569
2023,6537,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Tte.Pasajeros),velocidad,3950
2023,6540,Circulación en sentido contrario,velocidad,4520
2023,6541,Asignar viaje a Repartidor/Mensajero no habilitado/vehíc no habilitado/habilitación no vigente,velocidad,1
2023,6542,Asignar viaje a Repartidor/Mensajero con habilitac.vencida/habilitac.vehíc. vencida,velocidad,2
2023,6547,No proveer seguros a mensajeros/repartidores s/Cap.13.6 Cód Tránsito y Transito,velocidad,1
2023,6548,Realizar servicio mensajería/reparto a domicilio con vehículo no autorizado y/o con acompañantes,velocidad,1
2023,6549,No utilizar la identificación con número de habilitación/indumentaria con bandas reflectivas,velocidad,1429
2023,6551,Servicio mensajería/reparto en ciclorodado sin hab/ hab vencida/ excede límite del objeto de aquella,velocidad,2
2023,6552,Servicio mensajería/reparto en Motovehiculo sin hab /hab vencida /excede límite del objeto,velocidad,87
2023,6554,Prestador servicio mensajería/reparto con Habilitación vencida,velocidad,1
2023,6560,Invasión parcial de vías,velocidad,164
2023,6580,No respetar carriles/Maniobras Peligrosas,velocidad,11921
2023,6600,Girar a izquierda/derecha en lugar prohibido,otras,10150
2023,6620,No respetar paso o cartel PARE en bocacalle,otras,53
2023,6640,Marcha atras en forma indebida,otras,593
2023,6660,Forzar barrera/evadir pago peaje autopista,peajes,413566
2023,6680,Obstruir vía Transversal/Ciclovía/Vereda/Estac. reservado,otras,11533
2023,6700,No ceder Paso a Polic/Bombe/Ambula/Serv.Pub.o Urgen.,otras,79
2023,6720,Interrumpir Filas Escolares,otras,372
2023,6740,No respetar Senda Peatonal/Paso Peaton,otras,70919
2023,6760,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,carriles,18809
2023,6761,"Carriles o vías prohíbidas (tránsito rápido,diferenciado,metrobus)",carriles,202501
2023,6762,"Carriles o vías prohíbidas (ciclovía,contramano en contracarril)",otras,6985
2023,6763,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,otras,7923
2023,6780,Prohib.circular según DIA/HORA/CARAC.VEHIC (vehículos),otras,75
2023,6781,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES (moto),otras,25
2023,6782,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES s/norma 5.3.2.i Ley2148 (MOTO),otras,11
2023,6800,Nro.ocupantes mayor a capacidad vehiculo,otras,628
2023,6820,No respetar lugar asc/desc-acercar a acera/puertas abiertas etc(pasajeros),otras,1086
2023,6830,Ocupar lugar no destinado para viajar,otras,68
2023,6840,No cumplir norma uso radio/reproductor sonido/fumar/trato al pasajero,otras,55
2023,6850,No cumplir norma horario/ropa/requisito vehiculo Tte. pasajero,otras,35
2023,6862,Conducir sin poseer la licencia,otras,3844
2023,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,otras,40
2023,6871,Servicio de Taxis Sin Habilitación,otras,18
2023,6872,Servicio de radio taxis que incumpla la normativa legal vigente,otras,1
2023,6873,Radio taxi que no este abonado a una estación central o difiera estación abonada,otras,5
2023,6874,Radio taxi con IRA vencido y/o que a su baja no hubiere eliminado las señales que lo identificaban,otras,1
2023,6875,"Servicio de radio taxi, titular o mandataria que realice promociones o cobre tarifa no autorizada",otras,2
2023,6876,No aplicación de la tarifa de taxi vigente,otras,3
2023,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,otras,24
2023,6878,Requisitos de los vehiculos de transporte de carga,otras,134
2023,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,otras,201
2023,6880,No cumplir norma  Peso/dimen/permisos/carga descubierta/seguro(carga),otras,36
2023,6881,"Transporte de carga (transp.Explosivos, inflamables, animales, etc.)",otras,6
2023,6882,Prestacion servicio publico Taxis c/licencia taxi vencida (dentro 360 vencida),otras,24
2023,6883,Prestacion servicio publico Taxis c/licencia vencida (mas de 360 vencida),otras,26
2023,6890,Carga y descarga fuera de hora/lugar prohibido,otras,758
2023,6900,Estac. lugar prohib./forma indebida/antirreglamentaria,estacionamiento,424676
2023,6907,Estacionar en doble fila,estacionamiento,1750
2023,6910,Estac. LUGAR RESERVADO (paradas/garage/ciclovias/carril exclusivo/Micro-Macrocentro/otros),estacionamiento,119967
2023,6911,Estacionar en LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,estacionamiento,17922
2023,6920,Estac. lugar sin ticket/hora vencida,estacionamiento,8929
2023,6935,Estacionamiento en areas peatonales,estacionamiento,40699
2023,6950,Enseñar conduccion en lugar no autorizado,estacionamiento,27
2023,6960,Enseñar conduccion (por Academia) en lugar no autorizado,estacionamiento,21
2023,6970,Peaton: No respetar lugar cruce calles/aven./semaforos,estacionamiento,298
2023,6980,No respetar indicaciones Autoridad dirige Transito,estacionamiento,15181
2023,7001,Infraccion regimen motovehiculos,alcohol_otros,6436
2023,7002,Circular con acompañante que no usa el  CHALECO reflectante obligatorio (MOTO),alcohol_otros,2793
2023,7010,Circular sin utilizar Antiparras (Moto/Ciclomotor/motoneta),alcohol_otros,108
2023,7021,(Ciclorodado) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,13
2023,7030,Incumplir Normas Tte.Privado pasajeros/Alquiler auto s/chofer,alcohol_otros,7
2023,7045,Obstruccion de estacionamiento y/o circulacion,alcohol_otros,6305
2023,7050,Violar Luz Roja,alcohol_otros,67873
2023,7062,Negarse a someterse al control de alcoholemia/estupefac/otra sustancia similar (conductor/acompaña),alcohol,386
2023,7063,Contribución a conducción peligrosa.,alcohol_otros,90
2023,7064,Utilizar en infraccion cartel/credencial/documento sobre franquicia transito/estacionamiento,alcohol_otros,8988
2023,7065,Uso indebido de luces,alcohol_otros,70
2023,7066,Utilizacion de luces prohibidas,alcohol_otros,155
2023,7462,Conducir con nivel alcohol mayor 0.5 y menor 1 gr/Lt/sangre (vehículo),alcohol,2793
2023,7463,Conducir con nivel alcohol mayor 0.2 y menor 1 gr/Lt/sangre (Moto),alcohol,220
2023,7464,Conducir con nivel alcohol mayor 0.0 y menor 1 gr/Lt/sangre (Tte Pasajeros/Carga/principiante),alcohol,225
2023,7465,Prestar servicio enseñanza de conducción de vehículos sin habilitación,alcohol,3
2023,7466,Escuela Conductores automotores c/ habilitación vencida o que exceda los límites u objeto de aquella,alcohol,2
2023,7467,Afectar calzada sin autorizacion c/evento/obra q no implica apertura/rotura,alcohol_otros,10
2023,7468,Afectar calzada c/evento/obra q no implica apertura/rotura (excede autorizacion),alcohol_otros,2
2023,7469,Afectar calzada c/evento/obra (incumple manual señalizacion vial transitoria),alcohol_otros,10
2023,7530,Circular en Infraccion Normas regulan servicio Remise/Escolares/Taxi,alcohol_otros,2
2023,7540,No cumplir Norma de habilitacion tecnica Remise/Escolares/Taxi,alcohol_otros,1
2023,7551,Alteraciones en el reloj taxímetro (titular y/o mandataria),alcohol_otros,2
2023,7552,Alteraciones con dispositivos mecánicos electrónicos a fin de incrementar la tarifa,alcohol_otros,2
2023,8880,Incumplimiento de identificacion de conductor,otras,3819
2023,8884,Señalizacion de obras,otras,39
2023,8885,"Paradas, otras señales y simbolos",otras,770
2023,8886,Conductores principiantes,otras,50
2023,8910,Violación de Barreras Ferroviarias - Particular,otras,468
2023,8911,Violación de Barreras Ferroviarias - Transporte,otras,67
2023,8916,Habilitación de empresa de radio taxi vencida (mas de 30 y hasta 180 días),otras,1
2023,8917,Habilitación de empresa de radio taxi vencida (de 180 y hasta 360 días),otras,1
2023,8926,Nomina de abonados (prestar servicio con menor cantidad de abonados),otras,1
2023,8927,Personal de la empresa de radio taxi (no cumplimentar con previsiones),otras,1
2023,8930,Horario estación central,otras,1
2023,8934,Taxi con cartelería sin equipo de radio,otras,1
2023,8935,Taxi con cartelería sin abono,otras,1
2023,8939,Equipo no homologado (quien preste servicios sin haber verificado y/o registrado ante la Autoridad,otras,3
2023,8942,"Taxi , transp escolar, remise, vehic fantasia , otro sin autorizacion",otras,506
2023,8943,Vehic transporte pasajeros no cumple con VTV,otras,719
2023,8944,Vehic transporte pasajeros en infraccion,otras,93
2024,1111,Expediente Infraccion de Transito,otras,9649
2024,1149,Otras infracciones de transito,otras,10
2024,6100,Conducir sin portar la licencia,documentacion,4525
2024,6105,Falta de licencia o documentación o inhabilitado (transporte público),otras,29
2024,6110,Permitir conducir sin Licencia o Inhabilitado (titular/transporte),otras,15
2024,6120,Conducir con Licencia Vencida o Caduca,documentacion,5727
2024,6121,"Permitir conducir con licencia o documentación vencida (titular, mandataria o responsable)",otras,38
2024,6122,Licencia o documentación habilitante vencida (transporte público),otras,71
2024,6130,Conducir sin anteojos o lentes contacto segun Licencia,otras,218
2024,6140,Conducir c/licencia conductor No Correspondiente,otras,1487
2024,6150,Permitir Conducir c/licencia conductor No Correspondiente(titular/transporte),otras,28
2024,6160,Permitir o Facilitar manejo persona sin edad s/tipo vehiculo,otras,15
2024,6161,Exhibición de documentación (no exhibir ced verde vigente a nombre del tit  o ced azul de conductor),documentacion,5079
2024,6162,"Exceso de Velocidad + de 140 Km/h (taxis, pasajeros, escolares o remises)",otras,14
2024,6163,"Exceso de Velocidad mas de 20Km/h en Calle o Avenida (taxis, pasajeros, escolares, remises)",otras,1
2024,6165,Trans de sustancias peligrosas (no exhibir corresp insc en Reg de Transportistas segun norm vigente),otras,2
2024,6166,Vehiculo Transporte de sustancias alimenticias sin habilitaciòn,otras,4
2024,6167,"Obstruccion de via (en carriles exclusivos y/o, metrobus y premetro)",otras,1078
2024,6168,"Titular o responsable vehiculo transporte de escolares que dañe, altere o retire disp de alcoholemia",alcohol,4
2024,6169,"Conductor que dañe, altere o retire dispositivo",otras,14
2024,6171,Obstruir LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,otras,1096
2024,6172,Obstruccion de circulacion al transito,otras,121
2024,6180,No exhibir documentacion sobre transporte de sustancias peligrosas,otras,27
2024,6181,Conductor vehiculo con taximetro que se negara sin justificacion a transportar pasajero,otras,5
2024,6182,Cond vehiculo con taximetro que se negara a interrumpir func del mecanismo y/o disp de publicidad,otras,2
2024,6183,Cond vehiculo con taximetro que no porte ficha identif del titular de la licencia o la del conductor,otras,2
2024,6184,Titular vehiculo de carga exceda peso maximo por eje,otras,1
2024,6185,Carga y descarga (propietario y/o responsable del comercio),otras,54
2024,6186,"Violacion de semaforo (taxis, escolares , pasajeros, remises. Prestando servicio)",otras,4410
2024,6187,"Negativa de someterse a control (taxis, escolares , pasajeros, remises. Prestando servicio)",alcohol,8
2024,6190,Falta poliza seguro contra terceros,otras,5560
2024,6191,Falta poliza seguro contra terceros (no cuente),otras,2333
2024,6200,Placas dominio. Falta/antirreglamentarias/mal estado,otras,22231
2024,6220,Circular con Placas de OTRO dominio.,otras,12
2024,6230,Circular con equipo Antiradar o Antifoto,otras,131
2024,6240,Revision tecnica No porte certificado,otras,651
2024,6241,Revision tecnica (no realizarla o certificado vencido),otras,4957
2024,6242,Incumplimiento grabado de autopartes (Titular/Tomador),otras,10
2024,6243,Incumplimiento grabado de autopartes (Gestor /Mandat /Concesionaria /Intermediario ),otras,2
2024,6250,Frenos/Luces/elementos seguridad Falta o Deficientes,otras,721
2024,6270,No uso cinturon de seguridad,otras,60121
2024,6271,Menores de edad en asiento trasero SIN dispositivo retencion infantil o SIN acompañante mayor,otras,8
2024,6272,Sistemas o dispositivos de retencion infantil,otras,181
2024,6280,"Limitador de velocidad, Falta / Funciona incorrectamente",otras,2
2024,6290,"Dispositivo control gases, Falta /Mal funcionamiento",otras,128
2024,6310,Verter liquido combustible o aguas servidas,otras,5
2024,6330,Dispositivo de control de ruido y silenciador Falta /Mal funcionamiento,otras,1060
2024,6350,Uso indebido e bocina,otras,294
2024,6370,Colocacion Bocinas o sirenas antirreglamentarias,otras,163
2024,6390,Uso Paragolpe antirreglamentario,otras,16
2024,6410,Falta Paragolpe,otras,64
2024,6430,Uso de Vidrios tonalizados antirreglamentarios,otras,168
2024,6450,"Falta/sin vision, Espejos Retrovisores",otras,2440
2024,6470,Falta Tapa Combustible,otras,7
2024,6490,Conducir utilizando Celular / Auriculares / Reproductor de video,otras,31884
2024,6492,Conductor redactando/enviando mensaje de texto,otras,7019
2024,6501,Permitir Viajar personas impedidas en asiento delantero,velocidad,2978
2024,6510,Exceso de Velocidad,velocidad,1
2024,6520,,velocidad,2
2024,6525,Exceso Velocidad hasta 10Km/h de la Máxima permitida para el tipo de arteria,velocidad,2735
2024,6526,Exceso Velocidad más de 10Km/h y hasta 20Km/h de la Máxima permitida para el tipo de arteria,velocidad,3
2024,6527,Exceso Velocidad hasta 20Km/h de la Máxima permitida en vías rápidas,velocidad,8875
2024,6528,Exceso Velocidad más de 20Km/h y hasta 40Km/h de la Máxima permitida en vías rápidas,velocidad,7229
2024,6529,Exceso Velocidad más 20Km de la Máxima permitida para el tipo de arteria y hasta 140 km/h,velocidad,1
2024,6531,Exceso Velocidad más de 140Km/h,velocidad,2277
2024,6534,Exceso de velocidad de 0 a 10% ms de la velocidad permitida,velocidad,864506
2024,6535,Exceso de velocidad de 10% a 30% ms de la velocidad permitida,velocidad,1027000
2024,6536,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Particulares),velocidad,114070
2024,6537,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Tte.Pasajeros),velocidad,3362
2024,6540,Circulación en sentido contrario,velocidad,2223
2024,6541,Asignar viaje a Repartidor/Mensajero no habilitado/vehíc no habilitado/habilitación no vigente,velocidad,2
2024,6547,No proveer seguros a mensajeros/repartidores s/Cap.13.6 Cód Tránsito y Transito,velocidad,3
2024,6548,Realizar servicio mensajería/reparto a domicilio con vehículo no autorizado y/o con acompañantes,velocidad,2
2024,6549,No utilizar la identificación con número de habilitación/indumentaria con bandas reflectivas,velocidad,13
2024,6551,Servicio mensajería/reparto en ciclorodado sin hab/ hab vencida/ excede límite del objeto de aquella,velocidad,2
2024,6552,Servicio mensajería/reparto en Motovehiculo sin hab /hab vencida /excede límite del objeto,velocidad,274
2024,6560,Invasión parcial de vías,velocidad,99
2024,6580,No respetar carriles/Maniobras Peligrosas,velocidad,6557
2024,6600,Girar a izquierda/derecha en lugar prohibido,otras,6742
2024,6620,No respetar paso o cartel PARE en bocacalle,otras,23
2024,6640,Marcha atras en forma indebida,otras,209
2024,6660,Forzar barrera/evadir pago peaje autopista,peajes,1907972
2024,6670,Infrigir normas Transporte Sustancias Peligrosas,otras,7
2024,6680,Obstruir vía Transversal/Ciclovía/Vereda/Estac. reservado,otras,6210
2024,6700,No ceder Paso a Polic/Bombe/Ambula/Serv.Pub.o Urgen.,otras,60
2024,6720,Interrumpir Filas Escolares,otras,8
2024,6740,No respetar Senda Peatonal/Paso Peaton,otras,94982
2024,6760,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,carriles,158718
2024,6761,"Carriles o vías prohíbidas (tránsito rápido,diferenciado,metrobus)",carriles,184144
2024,6762,"Carriles o vías prohíbidas (ciclovía,contramano en contracarril)",otras,11130
2024,6763,Circular por Zona/Carril o c/peso/poten./tamaño Prohibido,otras,22373
2024,6780,Prohib.circular según DIA/HORA/CARAC.VEHIC (vehículos),otras,191
2024,6781,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES (moto),otras,15
2024,6782,Prohib.circular según DIA/HORA/CARAC.VEHIC y/u OCUPANTES s/norma 5.3.2.i Ley2148 (MOTO),otras,4
2024,6800,Nro.ocupantes mayor a capacidad vehiculo,otras,412
2024,6820,No respetar lugar asc/desc-acercar a acera/puertas abiertas etc(pasajeros),otras,257
2024,6830,Ocupar lugar no destinado para viajar,otras,27
2024,6840,No cumplir norma uso radio/reproductor sonido/fumar/trato al pasajero,otras,28
2024,6850,No cumplir norma horario/ropa/requisito vehiculo Tte. pasajero,otras,12
2024,6862,Conducir sin poseer la licencia,otras,3721
2024,6870,No Cumplir Normas s/requisitos Vehículos de Transporte c/habilitación,otras,25
2024,6871,Servicio de Taxis Sin Habilitación,otras,25
2024,6873,Radio taxi que no este abonado a una estación central o difiera estación abonada,otras,1
2024,6875,"Servicio de radio taxi, titular o mandataria que realice promociones o cobre tarifa no autorizada",otras,1
2024,6877,No Cumplir Normas/requisitos Vehículos de Transporte sin habilitación,otras,9
2024,6878,Requisitos de los vehiculos de transporte de carga,otras,41
2024,6879,Requisitos de los vehiculos de transporte de carga sin habilitacion,otras,144
2024,6880,No cumplir norma  Peso/dimen/permisos/carga descubierta/seguro(carga),otras,25
2024,6881,"Transporte de carga (transp.Explosivos, inflamables, animales, etc.)",otras,4
2024,6882,Prestacion servicio publico Taxis c/licencia taxi vencida (dentro 360 vencida),otras,37
2024,6883,Prestacion servicio publico Taxis c/licencia vencida (mas de 360 vencida),otras,18
2024,6890,Carga y descarga fuera de hora/lugar prohibido,otras,293
2024,6900,Estac. lugar prohib./forma indebida/antirreglamentaria,estacionamiento,186251
2024,6907,Estacionar en doble fila,estacionamiento,17856
2024,6910,Estac. LUGAR RESERVADO (paradas/garage/ciclovias/carril exclusivo/Micro-Macrocentro/otros),estacionamiento,118006
2024,6911,Estacionar en LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,estacionamiento,13096
2024,6920,Estac. lugar sin ticket/hora vencida,estacionamiento,2099
2024,6935,Estacionamiento en areas peatonales,estacionamiento,36568
2024,6950,Enseñar conduccion en lugar no autorizado,estacionamiento,10
2024,6960,Enseñar conduccion (por Academia) en lugar no autorizado,estacionamiento,11
2024,6970,Peaton: No respetar lugar cruce calles/aven./semaforos,estacionamiento,90
2024,6980,No respetar indicaciones Autoridad dirige Transito,estacionamiento,10543
2024,7000,Circular sin utilizar Casco-conductor/acompañante(Moto/Ciclom./Motoneta),alcohol_otros,1
2024,7001,Infraccion regimen motovehiculos,alcohol_otros,5615
2024,7002,Circular con acompañante que no usa el  CHALECO reflectante obligatorio (MOTO),alcohol_otros,453
2024,7010,Circular sin utilizar Antiparras (Moto/Ciclomotor/motoneta),alcohol_otros,30
2024,7021,(Ciclorodado) Regimen ciclorodados y dipositivos de movilidad personal,alcohol_otros,23
2024,7030,Incumplir Normas Tte.Privado pasajeros/Alquiler auto s/chofer,alcohol_otros,1
2024,7045,Obstruccion de estacionamiento y/o circulacion,alcohol_otros,895
2024,7050,Violar Luz Roja,alcohol_otros,102682
2024,7062,Negarse a someterse al control de alcoholemia/estupefac/otra sustancia similar (conductor/acompaña),alcohol,364
2024,7063,Contribución a conducción peligrosa.,alcohol_otros,143
2024,7064,Utilizar en infraccion cartel/credencial/documento sobre franquicia transito/estacionamiento,alcohol_otros,5642
2024,7065,Uso indebido de luces,alcohol_otros,53
2024,7066,Utilizacion de luces prohibidas,alcohol_otros,40
2024,7462,Conducir con nivel alcohol mayor 0.5 y menor 1 gr/Lt/sangre (vehículo),alcohol,2975
2024,7463,Conducir con nivel alcohol mayor 0.2 y menor 1 gr/Lt/sangre (Moto),alcohol,326
2024,7464,Conducir con nivel alcohol mayor 0.0 y menor 1 gr/Lt/sangre (Tte Pasajeros/Carga/principiante),alcohol,224
2024,7465,Prestar servicio enseñanza de conducción de vehículos sin habilitación,alcohol,2
2024,7467,Afectar calzada sin autorizacion c/evento/obra q no implica apertura/rotura,alcohol_otros,8
2024,7468,Afectar calzada c/evento/obra q no implica apertura/rotura (excede autorizacion),alcohol_otros,10
2024,7469,Afectar calzada c/evento/obra (incumple manual señalizacion vial transitoria),alcohol_otros,8
2024,8080,Abandonar vehiculo en la via publica,otras,1
2024,8880,Incumplimiento de identificacion de conductor,otras,4737
2024,8884,Señalizacion de obras,otras,15
2024,8885,"Paradas, otras señales y simbolos",otras,299
2024,8910,Violación de Barreras Ferroviarias - Particular,otras,244
2024,8911,Violación de Barreras Ferroviarias - Transporte,otras,6
2024,8914,Empresa de radio taxi sin habilitación,otras,1
2024,8918,Habilitación de empresa de radio taxi vencida (más de 360 días),otras,1
2024,8919,Asignación de viajes de radio taxi sin autorización,otras,1
2024,8924,Incumplimiento a la autorización para funcionar como radio taxi,otras,1
2024,8926,Nomina de abonados (prestar servicio con menor cantidad de abonados),otras,2
2024,8938,Equipo no homologado (titular y/o responsable abonado a una empresa),otras,1
2024,8939,Equipo no homologado (quien preste servicios sin haber verificado y/o registrado ante la Autoridad,otras,2
2024,8942,"Taxi , transp escolar, remise, vehic fantasia , otro sin autorizacion",otras,207
2024,8943,Vehic transporte pasajeros no cumple con VTV,otras,124
2024,8944,Vehic transporte pasajeros en infraccion,otras,40
2025,1111,Expediente Infraccion de Transito,otras,9486
2025,1149,Otras infracciones de transito,otras,25
2025,6100,Conducir sin portar la licencia,documentacion,4744
2025,6105,Falta de licencia o documentación o inhabilitado (transporte público),otras,27
2025,6110,Permitir conducir sin Licencia o Inhabilitado (titular/transporte),otras,10
2025,6120,Conducir con Licencia Vencida o Caduca,documentacion,3957
2025,6121,"Permitir conducir con licencia o documentación vencida (titular, mandataria o responsable)",otras,42
2025,6122,Licencia o documentación habilitante vencida (transporte público),otras,62
2025,6130,Conducir sin anteojos o lentes contacto segun Licencia,otras,126
2025,6140,Conducir c/licencia conductor No Correspondiente,otras,1683
2025,6150,Permitir Conducir c/licencia conductor No Correspondiente(titular/transporte),otras,54
2025,6160,Permitir o Facilitar manejo persona sin edad s/tipo vehiculo,otras,19
2025,6161,Exhibición de documentación (no exhibir ced verde vigente a nombre del tit  o ced azul de conductor),documentacion,4138
2025,6162,"Exceso de Velocidad + de 140 Km/h (taxis, pasajeros, escolares o remises)",otras,384
2025,6163,"Exceso de Velocidad mas de 20Km/h en Calle o Avenida (taxis, pasajeros, escolares, remises)",otras,24
2025,6165,Trans de sustancias peligrosas (no exhibir corresp insc en Reg de Transportistas segun norm vigente),otras,4
2025,6166,Vehiculo Transporte de sustancias alimenticias sin habilitaciòn,otras,2
2025,6167,"Obstruccion de via (en carriles exclusivos y/o, metrobus y premetro)",otras,786
2025,6168,"Titular o responsable vehiculo transporte de escolares que dañe, altere o retire disp de alcoholemia",alcohol,2
2025,6169,"Conductor que dañe, altere o retire dispositivo",otras,17
2025,6171,Obstruir LUGAR RESERVADO Vehíc. Persona discapac./RAMPA discapac.,otras,1424
2025,6172,Obstruccion de circulacion al transito,otras,165
2025,6180,No exhibir documentacion sobre transporte de sustancias peligrosas,otras,29
2025,6181,Conductor vehiculo con taximetro que se negara sin justificacion a transportar pasajero,otras,3
2025,6183,Cond vehiculo con taximetro que no porte ficha identif del titular de la licencia o la del conductor,otras,2
2025,6184,Titular vehiculo de carga exceda peso maximo por eje,otras,2
2025,6185,Carga y descarga (propietario y/o responsable del comercio),otras,71
2025,6186,"Violacion de semaforo (taxis, escolares , pasajeros, remises. Prestando servicio)",otras,1767
2025,6187,"Negativa de someterse a control (taxis, escolares , pasajeros, remises. Prestando servicio)",alcohol,16
2025,6190,Falta poliza seguro contra terceros,otras,5763
2025,6191,Falta poliza seguro contra terceros (no cuente),otras,2794
2025,6200,Placas dominio. Falta/antirreglamentarias/mal estado,otras,33371
2025,6220,Circular con Placas de OTRO dominio.,otras,59
2025,6230,Circular con equipo Antiradar o Antifoto,otras,283
2025,6240,Revision tecnica No porte certificado,otras,349
2025,6241,Revision tecnica (no realizarla o certificado vencido),otras,2049
2025,6242,Incumplimiento grabado de autopartes (Titular/Tomador),otras,15
2025,6250,Frenos/Luces/elementos seguridad Falta o Deficientes,otras,540
2025,6270,No uso cinturon de seguridad,otras,48930
2025,6271,Menores de edad en asiento trasero SIN dispositivo retencion infantil o SIN acompañante mayor,otras,11
2025,6272,Sistemas o dispositivos de retencion infantil,otras,97
2025,6280,"Limitador de velocidad, Falta / Funciona incorrectamente",otras,7
2025,6290,"Dispositivo control gases, Falta /Mal funcionamiento",otras,8
2025,6310,Verter liquido combustible o aguas servidas,otras,3
2025,6330,Dispositivo de control de ruido y silenciador Falta /Mal funcionamiento,otras,438
2025,6350,Uso indebido e bocina,otras,389
2025,6370,Colocacion Bocinas o sirenas antirreglamentarias,otras,45
2025,6390,Uso Paragolpe antirreglamentario,otras,17
2025,6410,Falta Paragolpe,otras,35
2025,6430,Uso de Vidrios tonalizados antirreglamentarios,otras,144
2025,6450,"Falta/sin vision, Espejos Retrovisores",otras,3012
2025,6470,Falta Tapa Combustible,otras,13
2025,6490,Conducir utilizando Celular / Auriculares / Reproductor de video,otras,27814
2025,6492,Conductor redactando/enviando mensaje de texto,otras,4773
2025,6501,Permitir Viajar personas impedidas en asiento delantero,velocidad,1999
2025,6510,Exceso de Velocidad,velocidad,1
2025,6519,No respetar limites de velocidad minimos,velocidad,1
2025,6520,Exceso de Velocidad,velocidad,1
2025,6525,Exceso Velocidad hasta 10Km/h de la Máxima permitida para el tipo de arteria,velocidad,180
2025,6526,Exceso Velocidad más de 10Km/h y hasta 20Km/h de la Máxima permitida para el tipo de arteria,velocidad,2
2025,6527,Exceso Velocidad hasta 20Km/h de la Máxima permitida en vías rápidas,velocidad,2542
2025,6528,Exceso Velocidad más de 20Km/h y hasta 40Km/h de la Máxima permitida en vías rápidas,velocidad,1586
2025,6530,Exceso Velocidad más de 40Km/h de la Máxima permitida en vías rápidas y hasta 140 km/h,velocidad,5
2025,6531,Exceso Velocidad más de 140Km/h,velocidad,2300
2025,6534,Exceso de velocidad de 0 a 10% mas de la velocidad permitida,velocidad,1268557
2025,6535,Exceso de velocidad de 10% a 30% ms de la velocidad permitida,velocidad,1255666
2025,6536,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Particulares),velocidad,114536
2025,6537,Exceso de velocidad de 30% mas de la velocidad permitida hasta 140Km/h  (Tte.Pasajeros),velocidad,28835
2025,6540,Circulación en sentido contrario,velocidad,2584
2025,6542,Asignar viaje a Repartidor/Mensajero con habilitac.vencida/habilitac.vehíc. vencida,velocidad,1
2025,6547,No proveer seguros a mensajeros/repartidores s/Cap.13.6 Cód Tránsito y Transito,velocidad,2
2025,6552,Servicio mensajería/reparto en Motovehiculo sin hab /hab vencida /excede límite del objeto,velocidad,34
2025,6560,Invasión parcial de vías,velocidad,115
2025,6580,No respetar carriles/Maniobras Peligrosas,velocidad,7088
2025,6600,Girar a izquierda/derecha en lugar prohibido,otras,7869
2025,6620,No respetar paso o cartel PARE en bocacalle,otras,43
2025,6640,Marcha atras en forma indebida,otras,276
